OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-IN604BHAB:OH-MLD531.5:20240613:1230:SR:WB:OC,2024-06-13,12:30:00,EST,31ORWUNT_WQX-OH-MLD531.5,STORET-1047027496,,,,Organic carbon,Dissolved,2.9,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,,2024-06-26,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-IN604BHAB%3AOH-MLD531.5%3A20240613%3A1230%3ASR%3AWB%3AOC/results/1047027496/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:SRR,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046729235,,,,Strontium,"Unfiltered, field",267,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-06-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-IN604BHAB:OH-MLD531.5:20240613:1230:SR:WB:KN,2024-06-13,12:30:00,EST,31ORWUNT_WQX-OH-MLD531.5,STORET-1047027498,,,as N,Kjeldahl nitrogen,Total,0.66,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-NORG D,APHA,4500 NORG D ~ Block Digestion and Flow Injection Analysis,,,,,2024-06-25,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-IN604BHAB%3AOH-MLD531.5%3A20240613%3A1230%3ASR%3AWB%3AKN/results/1047027498/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SRR,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729652,,,as CaCO3,"Hardness, Ca, Mg","Unfiltered, field",124,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-06-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240523:1330:SRR,2024-05-23,13:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046729078,,,,Manganese,"Unfiltered, field",37.1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-07-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45440:SR,2024-05-28,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769741,,,,Escherichia coli,Filterable,89,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45440%3ASR/results/1052769741/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_KCKC_202405090001Q/1^01,2024-05-09,12:05:00,EDT,11NPSWRD_WQX-ABLI_KCKC,STORET-1056172901,,,,Dissolved oxygen (DO),,9.47,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUPN_YSI_PROODO,11NPSWRD_WQX,YSI ProODO Item #626279,,,,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:SR,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046627248,,Not Detected,,Phenols,Total,,,U,Final,,Actual,,,,,,,,,,"Result reported as non-detect due to blank contamination.PACE Lab ID is 4055245-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,420.4,USEPA,Total Recoverable Phenolics in Water,,,https://www.nemi.gov/methods/method_summary/9630/,"Pace Analytical Services, LLC",2024-05-23,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240521%3A1330%3ASR/results/1046627248/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_SSTS_202405090001^02,2024-05-09,10:42:00,EDT,11NPSWRD_WQX-ABLI_SSTS,STORET-1056173048,,,,Escherichia coli,Total,517.2,MPN/100mL,,Final,MPN,Actual,,24 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT/2000,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,WATERS Laboratory,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-ABLI_SSTS_202405090001%5E02/results/1056173048/resdetectqntlmts,N,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:FM,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046627233,,,,pH,,8.11,None,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4055245-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-05-21,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240523:1030:SRR,2024-05-23,10:30:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046728908,,,,Potassium,"Unfiltered, field",2.67,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-06-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240501:1020:QFR,2024-05-01,10:20:00,EDT,31ORWUNT_WQX-KY4.1M,STORET-1046626540,,,as CaCO3,"Hardness, carbonate",,152,mg/L,D,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340B,APHA,2340 B ~ Hardness by Calculation,,,https://www.nemi.gov/methods/method_summary/4679/,"Pace Analytical Services, LLC",2024-05-10,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240523:1030:SR,2024-05-23,10:30:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046627095,,,,Magnesium,Total,11.4,mg/L,DI,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4055642-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,"Pace Analytical Services, LLC",2024-06-03,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:SFST,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046729211,,,,Sodium,"Filtered, field",17.1,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-06-28,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-IN604BHAB:OH-MLD531.5:20240528:1000:SR:WB:KN,2024-05-28,10:00:00,EST,31ORWUNT_WQX-OH-MLD531.5,STORET-1047027492,,Not Detected,as N,Kjeldahl nitrogen,Total,,,U,Final,,Actual,,,,,,,,,,"[U] Target analyte was analyzed for, but was below detection limit (the value associated with the qualifier is the laboratory method)",,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-NORG D,APHA,4500 NORG D ~ Block Digestion and Flow Injection Analysis,,,,,2024-06-03,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-IN604BHAB%3AOH-MLD531.5%3A20240528%3A1000%3ASR%3AWB%3AKN/results/1047027492/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240523:1030:SRR,2024-05-23,10:30:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046728912,,Between Inst Detect and Quant Limit,,Chromium,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-06-06,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240523%3A1030%3ASRR/results/1046728912/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:SR,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046627249,,,as P,Phosphorus,Total,0.028,mg/L,B,Final,,Actual,,,,,,,,,,"[B] Target analyte detected in method blank at or above the method reporting limit.PACE Lab ID is 4055245-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,365.3,USEPA,Phosphorus by Two Reagent Colorimetry,,,https://www.nemi.gov/methods/method_summary/5255/,"Pace Analytical Services, LLC",2024-05-31,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240521:1330:SRR,2024-05-21,13:30:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1046729231,,,,Potassium,"Unfiltered, field",2.57,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-06-17,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_12_20240514_1076_T^01,2024-05-14,10:35:00,EDT,11NPSWRD_WQX-BISO_12,STORET-1056976037,,Not Detected,as NH4,Ammonium,Dissolved,,mg/L,,Final,,Actual,,,,,,,,,,Reported Value: -0.005.,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110-B,APHA,4110 B ~ Anions in Water by Ion Chromatography,,,https://www.nemi.gov/methods/method_summary/7428/,University of Tennessee Water Quality Core Facility,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BISO_12_20240514_1076_T%5E01/results/1056976037/resdetectqntlmts,Y,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_14_20240514_1077_F,2024-05-14,14:35:00,EDT,11NPSWRD_WQX-BISO_14,STORET-1056976759,,,,Dissolved oxygen (DO),,9.69,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APHN_YSIEXO,11NPSWRD_WQX,YSI EXO Multi-parameter Sonde,,,,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240501:1020:QFR,2024-05-01,10:20:00,EDT,31ORWUNT_WQX-KY4.1M,STORET-1046626545,,,as C,Organic carbon,Total,2.5,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-05-03,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45468:SR,2024-06-25,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769759,,,,Escherichia coli,Filterable,10,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45468%3ASR/results/1052769759/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_NBKC_202405090001^01,2024-05-09,11:51:00,EDT,11NPSWRD_WQX-ABLI_NBKC,STORET-1056172965,,,,Specific conductance,,311,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUPN_HI991300,11NPSWRD_WQX,Hanna Instruments Model #991300,,,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_16_20240625_1122_T^01,2024-06-25,11:58:00,EDT,11NPSWRD_WQX-BISO_16,STORET-1056977550,,Not Detected,as NO2,Nitrite,Dissolved,,mg/L,,Final,,Actual,,,,,,,,,,Reported Value: 0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110-B,APHA,4110 B ~ Anions in Water by Ion Chromatography,,,https://www.nemi.gov/methods/method_summary/7428/,University of Tennessee Water Quality Core Facility,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BISO_16_20240625_1122_T%5E01/results/1056977550/resdetectqntlmts,Y,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_16_20240625_1122_T,2024-06-25,11:58:00,EDT,11NPSWRD_WQX-BISO_16,STORET-1056977539,,Not Detected,,Manganese,Dissolved,,mg/L,,Final,,Actual,,,,,,,,,,Reported Value: 0.011959391639.,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120,APHA,Metals in Water by ICP,,,,University of Tennessee Water Quality Core Facility,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BISO_16_20240625_1122_T/results/1056977539/resdetectqntlmts,Y,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_14_20240514_1077_T^01,2024-05-14,14:35:00,EDT,11NPSWRD_WQX-BISO_14,STORET-1056976782,,Not Detected,as NO3,Nitrate,Dissolved,,mg/L,,Final,,Actual,,,,,,,,,,Reported Value: 0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110-B,APHA,4110 B ~ Anions in Water by Ion Chromatography,,,https://www.nemi.gov/methods/method_summary/7428/,University of Tennessee Water Quality Core Facility,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BISO_14_20240514_1077_T%5E01/results/1056976782/resdetectqntlmts,Y,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_12_20240514_1076_T^01,2024-05-14,10:35:00,EDT,11NPSWRD_WQX-BISO_12,STORET-1056976042,,Not Detected,,Hydrogen phosphate,Dissolved,,mg/L,,Final,,Actual,,,,,,,,,,Reported Value: 0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110-B,APHA,4110 B ~ Anions in Water by Ion Chromatography,,,https://www.nemi.gov/methods/method_summary/7428/,University of Tennessee Water Quality Core Facility,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BISO_12_20240514_1076_T%5E01/results/1056976042/resdetectqntlmts,Y,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240523:1330:SFST,2024-05-23,13:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046729054,,Not Detected,,Mercury,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.7,USEPA,Mercury in water by cold-vapor atomic fluorescence spectrometry,,,https://www.nemi.gov/methods/method_summary/9629/,Virginia Division of Consolidated Lab Service,2024-07-02,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR4495M%3A20240523%3A1330%3ASFST/results/1046729054/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:QFB,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729603,,Not Detected,as CaCO3,"Hardness, Ca, Mg","Filtered, field",,,U,Final,,Calculated,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-06-21,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240521%3A1030%3AQFB/results/1046729603/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240523:1030:SFST,2024-05-23,10:30:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046728885,,Not Detected,,Lead,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-03,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240523%3A1030%3ASFST/results/1046728885/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR387.0BACT45435:SR,2024-05-23,,,31ORWUNT_WQX-OR387.0BACT,STORET-1052769872,,,,Escherichia coli,Filterable,175,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR387.0BACT45435%3ASR/results/1052769872/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240523:1330:SR,2024-05-23,13:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046627166,,,as P,Phosphorus,Total,0.052,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4055642-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,365.3,USEPA,Phosphorus by Two Reagent Colorimetry,,,https://www.nemi.gov/methods/method_summary/5255/,"Pace Analytical Services, LLC",2024-06-04,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SR,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046627381,,,as P,Phosphorus,Total,0.053,mg/L,B,Final,,Actual,,,,,,,,,,"[B] Target analyte detected in method blank at or above the method reporting limit.PACE Lab ID is 4055245-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,365.3,USEPA,Phosphorus by Two Reagent Colorimetry,,,https://www.nemi.gov/methods/method_summary/5255/,"Pace Analytical Services, LLC",2024-05-31,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_12_20240514_1076_T,2024-05-14,10:35:00,EDT,11NPSWRD_WQX-BISO_12,STORET-1056976032,,,as Si,Silicon,Dissolved,3.06176,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120,APHA,Metals in Water by ICP,,,,University of Tennessee Water Quality Core Facility,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BISO_12_20240514_1076_T/results/1056976032/resdetectqntlmts,Y,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240523:1030:SFST,2024-05-23,10:30:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046728894,,,,Calcium,"Filtered, field",38.9,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-07-05,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240501:1215:SR,2024-05-01,12:15:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1046628040,,,,Organic carbon,"Filtered, field",3.4,mg/L,HMSR,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-05-03,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-LR-4.5M:20240508:1035:SR,2024-05-08,10:35:00,EDT,31ORWUNT_WQX-LR-4.5M,STORET-1046626676,,,,Organic carbon,"Filtered, field",9.6,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4053497-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-05-10,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240521:1030:SRR,2024-05-21,10:30:00,EDT,31ORWUNT_WQX-OR640M,STORET-1046729659,,Between Inst Detect and Quant Limit,,Arsenic,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-06-06,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240521%3A1030%3ASRR/results/1046729659/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240501:1215:SR,2024-05-01,12:15:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1046628038,,,as N,Kjeldahl nitrogen,Total,0.69,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.2,USEPA,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/9626/,"Pace Analytical Services, LLC",2024-05-13,,,,,,,,,,,,,,STORET
